Time,Angle,Setpoint,Dc
19450,-57.71,0,0.50
19463,-58.81,0,0.50
19476,-59.54,0,0.50
19490,-60.66,0,0.50
19504,-61.78,0,0.50
19518,-62.91,0,0.50
19531,-63.66,0,0.50
19545,-64.80,0,0.50
19559,-65.94,0,0.50
19573,-67.08,0,0.50
19586,-67.84,0,0.50
19601,-68.99,0,0.50
19615,-70.15,0,0.50
19629,-71.31,0,0.50
19643,-72.47,0,0.50
19657,-73.64,0,0.50
19671,-74.42,0,0.50
19685,-75.60,0,0.50
19698,-76.79,0,0.50
19712,-77.98,0,0.50
19726,-78.77,0,0.50
19740,-79.96,0,0.50
19753,-81.15,0,0.50
19766,-81.95,0,0.50
19782,-83.55,0,0.50
19796,-84.36,0,0.50
19810,-85.58,0,0.50
19823,-86.80,0,0.50
19837,-88.02,0,0.50
19851,-88.84,0,0.50
19865,-90.06,0,0.50
19878,-91.29,0,0.50
19891,-92.11,0,0.50
19905,-93.35,0,0.50
19919,-94.59,0,0.50
19933,-95.83,0,0.50
19946,-96.66,0,0.50
19959,-97.91,0,0.50
19975,-99.16,0,0.50
19988,-100.42,0,0.50
20001,-101.26,0,0.50
20014,-102.52,0,0.50
20027,-103.78,0,0.50
20043,-105.05,0,0.50
20057,-106.32,0,0.50
20070,-107.17,0,0.50
20083,-108.45,0,0.50
20099,-109.74,0,0.50
20113,-111.02,0,0.50
20127,-112.31,0,0.50
20144,-113.60,0,0.50
20158,-114.89,0,0.50
20172,-116.19,0,0.50
20185,-117.06,0,0.50
20198,-118.36,0,0.50
20214,-119.68,0,0.50
20228,-120.99,0,0.50
20242,-122.31,0,0.50
20258,-123.63,0,0.50
20272,-124.96,0,0.50
20286,-125.84,0,0.50
20300,-127.18,0,0.50
20313,-128.52,0,0.50
20327,-129.86,0,0.50
20341,-130.75,0,0.50
20355,-132.10,0,0.50
20368,-133.47,0,0.50
20382,-134.84,0,0.50
20396,-135.75,0,0.50
20410,-137.12,0,0.50
20423,-138.51,0,0.50
20437,-139.90,0,0.50
20451,-140.83,0,0.50
20465,-142.23,0,0.50
20478,-143.63,0,0.50
20491,-144.58,0,0.50
20504,-146.00,0,0.50
20517,-147.42,0,0.50
20530,-148.37,0,0.50
20543,-149.79,0,0.50
20559,-151.22,0,0.50
20573,-152.65,0,0.50
20587,-154.09,0,0.50
20600,-155.07,0,0.50
20613,-156.53,0,0.50
20628,-158.00,0,0.50
20642,-159.48,0,0.50
20655,-160.47,0,0.50
20668,-161.97,0,0.50
20682,-163.48,0,0.50
20695,-164.49,0,0.50
20708,-166.01,0,0.50
20719,-167.03,0,0.50
20730,-168.06,0,0.50
20747,-170.12,0,0.50
20761,-171.16,0,0.50
20775,-172.73,0,0.50
20788,-174.31,0,0.50
20802,-175.90,0,0.50
20816,-176.97,0,0.50
20830,-178.58,0,0.50
20843,-180.21,0,0.50
20859,-181.85,0,0.50
20873,-183.50,0,0.50
20887,-185.17,0,0.50
20900,-186.29,0,0.50
20913,-187.98,0,0.50
20926,-189.11,0,0.50
20939,-190.83,0,0.50
20953,-192.56,0,0.50
20964,-193.72,0,0.50
20974,-194.88,0,0.50
20991,-197.25,0,0.50
21005,-198.44,0,0.50
21018,-200.23,0,0.50
21032,-202.05,0,0.50
21045,-203.27,0,0.50
21056,-204.50,0,0.50
21066,-205.73,0,0.50
21076,-206.98,0,0.50
21086,-208.23,0,0.50
21096,-209.49,0,0.50
21106,-210.76,0,0.50
21117,-212.67,0,0.50
21127,-213.96,0,0.50
21144,-215.91,0,0.50
21163,-218.54,0,0.50
21177,-220.53,0,0.50
21190,-221.87,0,0.50
21203,-223.90,0,0.50
21217,-225.95,0,0.50
21232,-228.02,0,0.50
21245,-229.41,0,0.50
21258,-231.51,0,0.50
21271,-232.92,0,0.50
21286,-235.07,0,0.50
21300,-237.23,0,0.50
21313,-239.41,0,0.50
21326,-240.88,0,0.50
21342,-243.84,0,0.50
21356,-245.33,0,0.50
21370,-247.60,0,0.50
21383,-249.89,0,0.50
21399,-252.20,0,0.50
21413,-254.53,0,0.50
21426,-256.10,0,0.50
21439,-258.47,0,0.50
21453,-260.87,0,0.50
21467,-263.28,0,0.50
21481,-264.91,0,0.50
21495,-267.36,0,0.50
21508,-269.85,0,0.50
21524,-272.35,0,0.50
21538,-274.88,0,0.50
21552,-277.43,0,0.50
21566,-279.15,0,0.50
21580,-281.74,0,0.50
21593,-284.36,0,0.50
21606,-286.11,0,0.50
21620,-288.76,0,0.50
21634,-291.44,0,0.50
21648,-294.14,0,0.50
21662,-296.86,0,0.50
21676,-298.69,0,0.50
21690,-301.44,0,0.50
21704,-304.23,0,0.50
21718,-307.03,0,0.50
21732,-309.85,0,0.50
21746,-311.75,0,0.50
21759,-314.61,0,0.50
21772,-317.49,0,0.50
21785,-319.42,0,0.50
21798,-322.33,0,0.50
21811,-324.28,0,0.50
21824,-327.23,0,0.50
21837,-330.19,0,0.50
21849,-332.18,0,0.50
21860,-334.17,0,0.50
21870,-336.18,0,0.50
21880,-338.18,0,0.50
21890,-340.20,0,0.50
21900,-342.23,0,0.50
21910,-344.26,0,0.50
21920,-346.30,0,0.50
21930,-348.34,0,0.50
21942,-351.43,0,0.50
21952,-353.49,0,0.50
21962,-355.55,0,0.50
21972,-357.62,0,0.50
21982,-359.70,0,0.50
21992,-361.78,0,0.50
22002,-363.87,0,0.50
22012,-365.97,0,0.50
22022,-368.07,0,0.50
22044,-372.28,0,0.50
22061,-375.46,0,0.50
22075,-378.64,0,0.50
22088,-381.83,0,0.50
22102,-385.03,0,0.50
22115,-387.16,0,0.50
22128,-390.38,0,0.50
22142,-393.60,0,0.50
22155,-395.74,0,0.50
22170,-398.97,0,0.50
22184,-402.20,0,0.50
22197,-405.44,0,0.50
22210,-407.61,0,0.50
22223,-410.85,0,0.50
22234,-413.01,0,0.50
22244,-415.18,0,0.50
22259,-418.43,0,0.50
22274,-421.69,0,0.50
22288,-424.95,0,0.50
22302,-428.21,0,0.50
22315,-430.39,0,0.50
22328,-433.65,0,0.50
22342,-436.92,0,0.50
22355,-439.10,0,0.50
22369,-442.36,0,0.50
22383,-445.64,0,0.50
22397,-448.91,0,0.50
22410,-451.09,0,0.50
22423,-454.37,0,0.50
22436,-456.55,0,0.50
22449,-459.82,0,0.50
22462,-463.10,0,0.50
22475,-465.28,0,0.50
